Incident_ID,Location_ID,Location_Name,City,State,Country,Latitude,Longitude
INC00045,LOC0059,Bhubaneswar Site 4,Bhubaneswar,Odisha,India,20.314714,85.826248
INC00046,LOC0001,Delhi Site 1,Delhi,Delhi,India,28.638277,77.125801
INC00047,LOC0055,Lucknow Site 4,Lucknow,Uttar Pradesh,India,26.913925,80.808014
INC00048,LOC0086,Patna Site 6,Patna,Bihar,India,25.541717,85.173286
INC00049,LOC0065,Chennai Site 5,Chennai,Tamil Nadu,India,13.03152,80.196574
INC00050,LOC0001,Delhi Site 1,Delhi,Delhi,India,28.638277,77.125801
INC00051,LOC0029,Bhubaneswar Site 2,Bhubaneswar,Odisha,India,20.274089,85.944095
INC00052,LOC0057,Bhopal Site 4,Bhopal,Madhya Pradesh,India,23.212368,77.296915
INC00053,LOC0082,Pune Site 6,Pune,Maharashtra,India,18.690678,73.790989
INC00054,LOC0045,Chandigarh Site 3,Chandigarh,Chandigarh,India,30.77176,76.815122
INC00055,LOC0086,Patna Site 6,Patna,Bihar,India,25.541717,85.173286
INC00056,LOC0080,Chennai Site 6,Chennai,Tamil Nadu,India,13.042756,80.175904
INC00057,LOC0027,Bhopal Site 2,Bhopal,Madhya Pradesh,India,23.143328,77.387026
INC00058,LOC0020,Chennai Site 2,Chennai,Tamil Nadu,India,13.016742,80.322747
INC00059,LOC0091,Delhi Site 7,Delhi,Delhi,India,28.71838,77.226551
INC00060,LOC0059,Bhubaneswar Site 4,Bhubaneswar,Odisha,India,20.314714,85.826248
INC00061,LOC0085,Lucknow Site 6,Lucknow,Uttar Pradesh,India,26.834169,80.942939
INC00062,LOC0093,Bengaluru Site 7,Bengaluru,Karnataka,India,13.005901,77.71746
INC00063,LOC0043,Kochi Site 3,Kochi,Kerala,India,9.835533,76.306258
INC00064,LOC0005,Chennai Site 1,Chennai,Tamil Nadu,India,13.081356,80.202456
INC00065,LOC0091,Delhi Site 7,Delhi,Delhi,India,28.71838,77.226551
INC00066,LOC0059,Bhubaneswar Site 4,Bhubaneswar,Odisha,India,20.314714,85.826248
INC00067,LOC0013,Kochi Site 1,Kochi,Kerala,India,9.896934,76.239129
INC00068,LOC0053,Ahmedabad Site 4,Ahmedabad,Gujarat,India,22.947811,72.554965
INC00069,LOC0003,Bengaluru Site 1,Bengaluru,Karnataka,India,12.815517,77.490426
INC00070,LOC0029,Bhubaneswar Site 2,Bhubaneswar,Odisha,India,20.274089,85.944095
INC00071,LOC0035,Chennai Site 3,Chennai,Tamil Nadu,India,13.151338,80.255396
INC00072,LOC0046,Delhi Site 4,Delhi,Delhi,India,28.667131,77.201121
INC00073,LOC0057,Bhopal Site 4,Bhopal,Madhya Pradesh,India,23.212368,77.296915
INC00074,LOC0084,Jaipur Site 6,Jaipur,Rajasthan,India,26.986926,75.818096
INC00075,LOC0036,Hyderabad Site 3,Hyderabad,Telangana,India,17.282945,78.396037
INC00076,LOC0074,Bhubaneswar Site 5,Bhubaneswar,Odisha,India,20.247132,85.813237
INC00077,LOC0095,Chennai Site 7,Chennai,Tamil Nadu,India,12.973247,80.402774
INC00078,LOC0075,Chandigarh Site 5,Chandigarh,Chandigarh,India,30.818578,76.791964
INC00079,LOC0026,Patna Site 2,Patna,Bihar,India,25.61723,85.188103
INC00080,LOC0068,Ahmedabad Site 5,Ahmedabad,Gujarat,India,22.904835,72.490154
INC00081,LOC0029,Bhubaneswar Site 2,Bhubaneswar,Odisha,India,20.274089,85.944095
INC00082,LOC0048,Bengaluru Site 4,Bengaluru,Karnataka,India,12.836613,77.478831
INC00083,LOC0064,Kolkata Site 5,Kolkata,West Bengal,India,22.689664,88.268799
INC00084,LOC0030,Chandigarh Site 2,Chandigarh,Chandigarh,India,30.664034,76.856862
INC00085,LOC0001,Delhi Site 1,Delhi,Delhi,India,28.638277,77.125801
INC00086,LOC0084,Jaipur Site 6,Jaipur,Rajasthan,India,26.986926,75.818096
INC00087,LOC0073,Kochi Site 5,Kochi,Kerala,India,9.866165,76.234071
INC00088,LOC0013,Kochi Site 1,Kochi,Kerala,India,9.896934,76.239129
INC00089,LOC0038,Ahmedabad Site 3,Ahmedabad,Gujarat,India,23.033894,72.626639
INC00090,LOC0027,Bhopal Site 2,Bhopal,Madhya Pradesh,India,23.143328,77.387026
INC00091,LOC0098,Ahmedabad Site 7,Ahmedabad,Gujarat,India,22.933936,72.499822
INC00092,LOC0095,Chennai Site 7,Chennai,Tamil Nadu,India,12.973247,80.402774
INC00093,LOC0070,Lucknow Site 5,Lucknow,Uttar Pradesh,India,27.006438,81.179309
INC00094,LOC0045,Chandigarh Site 3,Chandigarh,Chandigarh,India,30.77176,76.815122
INC00095,LOC0006,Hyderabad Site 1,Hyderabad,Telangana,India,17.455352,78.548923
INC00096,LOC0025,Lucknow Site 2,Lucknow,Uttar Pradesh,India,26.901013,80.951606
INC00097,LOC0010,Lucknow Site 1,Lucknow,Uttar Pradesh,India,26.916976,80.942206
INC00098,LOC0079,Kolkata Site 6,Kolkata,West Bengal,India,22.583022,88.442519
INC00099,LOC0009,Jaipur Site 1,Jaipur,Rajasthan,India,26.9419,75.710589
INC00100,LOC0068,Ahmedabad Site 5,Ahmedabad,Gujarat,India,22.904835,72.490154
INC00101,LOC0096,Hyderabad Site 7,Hyderabad,Telangana,India,17.522893,78.472338
INC00102,LOC0031,Delhi Site 3,Delhi,Delhi,India,28.47927,77.182209
INC00103,LOC0069,Jaipur Site 5,Jaipur,Rajasthan,India,26.937481,75.85435
INC00104,LOC0088,Kochi Site 6,Kochi,Kerala,India,9.828965,76.281107
INC00105,LOC0043,Kochi Site 3,Kochi,Kerala,India,9.835533,76.306258
INC00106,LOC0045,Chandigarh Site 3,Chandigarh,Chandigarh,India,30.77176,76.815122
INC00107,LOC0021,Hyderabad Site 2,Hyderabad,Telangana,India,17.44446,78.530152
INC00108,LOC0043,Kochi Site 3,Kochi,Kerala,India,9.835533,76.306258
INC00109,LOC0088,Kochi Site 6,Kochi,Kerala,India,9.828965,76.281107
INC00110,LOC0067,Pune Site 5,Pune,Maharashtra,India,18.571212,73.838922
INC00111,LOC0021,Hyderabad Site 2,Hyderabad,Telangana,India,17.44446,78.530152
INC00112,LOC0053,Ahmedabad Site 4,Ahmedabad,Gujarat,India,22.947811,72.554965
INC00113,LOC0071,Patna Site 5,Patna,Bihar,India,25.627253,85.058437
INC00114,LOC0008,Ahmedabad Site 1,Ahmedabad,Gujarat,India,23.059901,72.502657
INC00115,LOC0077,Mumbai Site 6,Mumbai,Maharashtra,India,18.942025,72.838795
INC00116,LOC0021,Hyderabad Site 2,Hyderabad,Telangana,India,17.44446,78.530152
INC00117,LOC0030,Chandigarh Site 2,Chandigarh,Chandigarh,India,30.664034,76.856862
INC00118,LOC0042,Bhopal Site 3,Bhopal,Madhya Pradesh,India,23.230856,77.382061
INC00119,LOC0051,Hyderabad Site 4,Hyderabad,Telangana,India,17.354747,78.590638
INC00120,LOC0092,Mumbai Site 7,Mumbai,Maharashtra,India,19.043126,72.966203
INC00121,LOC0023,Ahmedabad Site 2,Ahmedabad,Gujarat,India,23.031835,72.588895
INC00122,LOC0026,Patna Site 2,Patna,Bihar,India,25.61723,85.188103
INC00123,LOC0038,Ahmedabad Site 3,Ahmedabad,Gujarat,India,23.033894,72.626639
INC00124,LOC0086,Patna Site 6,Patna,Bihar,India,25.541717,85.173286
INC00125,LOC0097,Pune Site 7,Pune,Maharashtra,India,18.489745,73.973616
INC00126,LOC0046,Delhi Site 4,Delhi,Delhi,India,28.667131,77.201121
INC00127,LOC0070,Lucknow Site 5,Lucknow,Uttar Pradesh,India,27.006438,81.179309
INC00128,LOC0092,Mumbai Site 7,Mumbai,Maharashtra,India,19.043126,72.966203
INC00129,LOC0085,Lucknow Site 6,Lucknow,Uttar Pradesh,India,26.834169,80.942939
INC00130,LOC0069,Jaipur Site 5,Jaipur,Rajasthan,India,26.937481,75.85435
INC00131,LOC0055,Lucknow Site 4,Lucknow,Uttar Pradesh,India,26.913925,80.808014
INC00132,LOC0099,Jaipur Site 7,Jaipur,Rajasthan,India,26.963866,75.755732
INC00133,LOC0024,Jaipur Site 2,Jaipur,Rajasthan,India,26.982114,75.805188
INC00134,LOC0037,Pune Site 3,Pune,Maharashtra,India,18.446844,73.896473
INC00135,LOC0072,Bhopal Site 5,Bhopal,Madhya Pradesh,India,23.089336,77.434017
INC00136,LOC0003,Bengaluru Site 1,Bengaluru,Karnataka,India,12.815517,77.490426
INC00137,LOC0051,Hyderabad Site 4,Hyderabad,Telangana,India,17.354747,78.590638
INC00138,LOC0086,Patna Site 6,Patna,Bihar,India,25.541717,85.173286
INC00139,LOC0018,Bengaluru Site 2,Bengaluru,Karnataka,India,13.020878,77.684918
INC00140,LOC0081,Hyderabad Site 6,Hyderabad,Telangana,India,17.307791,78.428682
INC00141,LOC0042,Bhopal Site 3,Bhopal,Madhya Pradesh,India,23.230856,77.382061
INC00142,LOC0087,Bhopal Site 6,Bhopal,Madhya Pradesh,India,23.223501,77.314552
INC00143,LOC0064,Kolkata Site 5,Kolkata,West Bengal,India,22.689664,88.268799
INC00144,LOC0016,Delhi Site 2,Delhi,Delhi,India,28.785232,77.176487
INC00145,LOC0074,Bhubaneswar Site 5,Bhubaneswar,Odisha,India,20.247132,85.813237
INC00146,LOC0006,Hyderabad Site 1,Hyderabad,Telangana,India,17.455352,78.548923
INC00147,LOC0025,Lucknow Site 2,Lucknow,Uttar Pradesh,India,26.901013,80.951606
INC00148,LOC0089,Bhubaneswar Site 6,Bhubaneswar,Odisha,India,20.422427,85.837299
INC00149,LOC0088,Kochi Site 6,Kochi,Kerala,India,9.828965,76.281107
INC00150,LOC0005,Chennai Site 1,Chennai,Tamil Nadu,India,13.081356,80.202456
INC00151,LOC0038,Ahmedabad Site 3,Ahmedabad,Gujarat,India,23.033894,72.626639
INC00152,LOC0010,Lucknow Site 1,Lucknow,Uttar Pradesh,India,26.916976,80.942206
INC00153,LOC0028,Kochi Site 2,Kochi,Kerala,India,9.89357,76.21619
INC00154,LOC0097,Pune Site 7,Pune,Maharashtra,India,18.489745,73.973616
INC00155,LOC0020,Chennai Site 2,Chennai,Tamil Nadu,India,13.016742,80.322747
INC00156,LOC0065,Chennai Site 5,Chennai,Tamil Nadu,India,13.03152,80.196574
INC00157,LOC0081,Hyderabad Site 6,Hyderabad,Telangana,India,17.307791,78.428682
INC00158,LOC0089,Bhubaneswar Site 6,Bhubaneswar,Odisha,India,20.422427,85.837299
INC00159,LOC0036,Hyderabad Site 3,Hyderabad,Telangana,India,17.282945,78.396037
INC00160,LOC0070,Lucknow Site 5,Lucknow,Uttar Pradesh,India,27.006438,81.179309
INC00161,LOC0049,Kolkata Site 4,Kolkata,West Bengal,India,22.466784,88.28412
INC00162,LOC0011,Patna Site 1,Patna,Bihar,India,25.579311,85.083126
INC00163,LOC0023,Ahmedabad Site 2,Ahmedabad,Gujarat,India,23.031835,72.588895
INC00164,LOC0075,Chandigarh Site 5,Chandigarh,Chandigarh,India,30.818578,76.791964
INC00165,LOC0069,Jaipur Site 5,Jaipur,Rajasthan,India,26.937481,75.85435
INC00166,LOC0053,Ahmedabad Site 4,Ahmedabad,Gujarat,India,22.947811,72.554965
INC00167,LOC0079,Kolkata Site 6,Kolkata,West Bengal,India,22.583022,88.442519
INC00168,LOC0070,Lucknow Site 5,Lucknow,Uttar Pradesh,India,27.006438,81.179309
INC00169,LOC0034,Kolkata Site 3,Kolkata,West Bengal,India,22.544702,88.326912
INC00170,LOC0030,Chandigarh Site 2,Chandigarh,Chandigarh,India,30.664034,76.856862
INC00171,LOC0095,Chennai Site 7,Chennai,Tamil Nadu,India,12.973247,80.402774
INC00172,LOC0098,Ahmedabad Site 7,Ahmedabad,Gujarat,India,22.933936,72.499822
INC00173,LOC0004,Kolkata Site 1,Kolkata,West Bengal,India,22.582827,88.338601
INC00174,LOC0080,Chennai Site 6,Chennai,Tamil Nadu,India,13.042756,80.175904
INC00175,LOC0014,Bhubaneswar Site 1,Bhubaneswar,Odisha,India,20.338685,85.853736
INC00176,LOC0087,Bhopal Site 6,Bhopal,Madhya Pradesh,India,23.223501,77.314552
INC00177,LOC0059,Bhubaneswar Site 4,Bhubaneswar,Odisha,India,20.314714,85.826248
INC00178,LOC0069,Jaipur Site 5,Jaipur,Rajasthan,India,26.937481,75.85435
INC00179,LOC0071,Patna Site 5,Patna,Bihar,India,25.627253,85.058437
INC00180,LOC0061,Delhi Site 5,Delhi,Delhi,India,28.53202,77.223342
INC00181,LOC0026,Patna Site 2,Patna,Bihar,India,25.61723,85.188103
INC00182,LOC0081,Hyderabad Site 6,Hyderabad,Telangana,India,17.307791,78.428682
INC00183,LOC0056,Patna Site 4,Patna,Bihar,India,25.628854,85.156619
INC00184,LOC0055,Lucknow Site 4,Lucknow,Uttar Pradesh,India,26.913925,80.808014
INC00185,LOC0032,Mumbai Site 3,Mumbai,Maharashtra,India,19.08902,72.924598
INC00186,LOC0002,Mumbai Site 1,Mumbai,Maharashtra,India,19.136036,72.952945
INC00187,LOC0056,Patna Site 4,Patna,Bihar,India,25.628854,85.156619
INC00188,LOC0035,Chennai Site 3,Chennai,Tamil Nadu,India,13.151338,80.255396
INC00189,LOC0066,Hyderabad Site 5,Hyderabad,Telangana,India,17.353815,78.376565
INC00190,LOC0037,Pune Site 3,Pune,Maharashtra,India,18.446844,73.896473
INC00191,LOC0098,Ahmedabad Site 7,Ahmedabad,Gujarat,India,22.933936,72.499822
INC00192,LOC0069,Jaipur Site 5,Jaipur,Rajasthan,India,26.937481,75.85435
INC00193,LOC0046,Delhi Site 4,Delhi,Delhi,India,28.667131,77.201121
INC00194,LOC0071,Patna Site 5,Patna,Bihar,India,25.627253,85.058437
INC00195,LOC0065,Chennai Site 5,Chennai,Tamil Nadu,India,13.03152,80.196574
INC00196,LOC0063,Bengaluru Site 5,Bengaluru,Karnataka,India,13.038409,77.62315
INC00197,LOC0058,Kochi Site 4,Kochi,Kerala,India,9.93697,76.224941
INC00198,LOC0094,Kolkata Site 7,Kolkata,West Bengal,India,22.587259,88.265942
INC00199,LOC0032,Mumbai Site 3,Mumbai,Maharashtra,India,19.08902,72.924598
INC00200,LOC0044,Bhubaneswar Site 3,Bhubaneswar,Odisha,India,20.258548,85.8255
INC00201,LOC0026,Patna Site 2,Patna,Bihar,India,25.61723,85.188103
INC00202,LOC0057,Bhopal Site 4,Bhopal,Madhya Pradesh,India,23.212368,77.296915
INC00203,LOC0099,Jaipur Site 7,Jaipur,Rajasthan,India,26.963866,75.755732
INC00204,LOC0061,Delhi Site 5,Delhi,Delhi,India,28.53202,77.223342
INC00205,LOC0021,Hyderabad Site 2,Hyderabad,Telangana,India,17.44446,78.530152
INC00206,LOC0093,Bengaluru Site 7,Bengaluru,Karnataka,India,13.005901,77.71746
INC00207,LOC0080,Chennai Site 6,Chennai,Tamil Nadu,India,13.042756,80.175904
INC00208,LOC0045,Chandigarh Site 3,Chandigarh,Chandigarh,India,30.77176,76.815122
INC00209,LOC0015,Chandigarh Site 1,Chandigarh,Chandigarh,India,30.766319,76.813866
INC00210,LOC0041,Patna Site 3,Patna,Bihar,India,25.630642,85.084646
INC00211,LOC0081,Hyderabad Site 6,Hyderabad,Telangana,India,17.307791,78.428682
INC00212,LOC0058,Kochi Site 4,Kochi,Kerala,India,9.93697,76.224941
INC00213,LOC0019,Kolkata Site 2,Kolkata,West Bengal,India,22.563484,88.296687
INC00214,LOC0016,Delhi Site 2,Delhi,Delhi,India,28.785232,77.176487
INC00215,LOC0097,Pune Site 7,Pune,Maharashtra,India,18.489745,73.973616
INC00216,LOC0045,Chandigarh Site 3,Chandigarh,Chandigarh,India,30.77176,76.815122
INC00217,LOC0069,Jaipur Site 5,Jaipur,Rajasthan,India,26.937481,75.85435
INC00218,LOC0037,Pune Site 3,Pune,Maharashtra,India,18.446844,73.896473
INC00219,LOC0010,Lucknow Site 1,Lucknow,Uttar Pradesh,India,26.916976,80.942206
INC00220,LOC0042,Bhopal Site 3,Bhopal,Madhya Pradesh,India,23.230856,77.382061
INC00221,LOC0070,Lucknow Site 5,Lucknow,Uttar Pradesh,India,27.006438,81.179309
INC00222,LOC0034,Kolkata Site 3,Kolkata,West Bengal,India,22.544702,88.326912
INC00223,LOC0061,Delhi Site 5,Delhi,Delhi,India,28.53202,77.223342
INC00224,LOC0044,Bhubaneswar Site 3,Bhubaneswar,Odisha,India,20.258548,85.8255
INC00225,LOC0034,Kolkata Site 3,Kolkata,West Bengal,India,22.544702,88.326912
INC00226,LOC0026,Patna Site 2,Patna,Bihar,India,25.61723,85.188103
INC00227,LOC0027,Bhopal Site 2,Bhopal,Madhya Pradesh,India,23.143328,77.387026
INC00228,LOC0026,Patna Site 2,Patna,Bihar,India,25.61723,85.188103
INC00229,LOC0072,Bhopal Site 5,Bhopal,Madhya Pradesh,India,23.089336,77.434017
INC00230,LOC0034,Kolkata Site 3,Kolkata,West Bengal,India,22.544702,88.326912
INC00231,LOC0075,Chandigarh Site 5,Chandigarh,Chandigarh,India,30.818578,76.791964
INC00232,LOC0032,Mumbai Site 3,Mumbai,Maharashtra,India,19.08902,72.924598
INC00233,LOC0033,Bengaluru Site 3,Bengaluru,Karnataka,India,13.028498,77.658068
INC00234,LOC0093,Bengaluru Site 7,Bengaluru,Karnataka,India,13.005901,77.71746
INC00235,LOC0088,Kochi Site 6,Kochi,Kerala,India,9.828965,76.281107
INC00236,LOC0041,Patna Site 3,Patna,Bihar,India,25.630642,85.084646
INC00237,LOC0027,Bhopal Site 2,Bhopal,Madhya Pradesh,India,23.143328,77.387026
INC00238,LOC0072,Bhopal Site 5,Bhopal,Madhya Pradesh,India,23.089336,77.434017
INC00239,LOC0007,Pune Site 1,Pune,Maharashtra,India,18.525682,73.946879
INC00240,LOC0046,Delhi Site 4,Delhi,Delhi,India,28.667131,77.201121
INC00241,LOC0060,Chandigarh Site 4,Chandigarh,Chandigarh,India,30.861442,76.760252
INC00242,LOC0068,Ahmedabad Site 5,Ahmedabad,Gujarat,India,22.904835,72.490154
INC00243,LOC0011,Patna Site 1,Patna,Bihar,India,25.579311,85.083126
INC00244,LOC0001,Delhi Site 1,Delhi,Delhi,India,28.638277,77.125801
INC00245,LOC0028,Kochi Site 2,Kochi,Kerala,India,9.89357,76.21619
INC00246,LOC0012,Bhopal Site 1,Bhopal,Madhya Pradesh,India,23.357703,77.400238
INC00247,LOC0051,Hyderabad Site 4,Hyderabad,Telangana,India,17.354747,78.590638
INC00248,LOC0092,Mumbai Site 7,Mumbai,Maharashtra,India,19.043126,72.966203
INC00249,LOC0029,Bhubaneswar Site 2,Bhubaneswar,Odisha,India,20.274089,85.944095
INC00250,LOC0046,Delhi Site 4,Delhi,Delhi,India,28.667131,77.201121
INC00251,LOC0022,Pune Site 2,Pune,Maharashtra,India,18.467159,73.875273
INC00252,LOC0005,Chennai Site 1,Chennai,Tamil Nadu,India,13.081356,80.202456
INC00253,LOC0071,Patna Site 5,Patna,Bihar,India,25.627253,85.058437
INC00254,LOC0026,Patna Site 2,Patna,Bihar,India,25.61723,85.188103
INC00255,LOC0055,Lucknow Site 4,Lucknow,Uttar Pradesh,India,26.913925,80.808014
INC00256,LOC0069,Jaipur Site 5,Jaipur,Rajasthan,India,26.937481,75.85435
INC00257,LOC0084,Jaipur Site 6,Jaipur,Rajasthan,India,26.986926,75.818096
INC00258,LOC0019,Kolkata Site 2,Kolkata,West Bengal,India,22.563484,88.296687
INC00259,LOC0059,Bhubaneswar Site 4,Bhubaneswar,Odisha,India,20.314714,85.826248
INC00260,LOC0092,Mumbai Site 7,Mumbai,Maharashtra,India,19.043126,72.966203
INC00261,LOC0049,Kolkata Site 4,Kolkata,West Bengal,India,22.466784,88.28412
INC00262,LOC0005,Chennai Site 1,Chennai,Tamil Nadu,India,13.081356,80.202456
INC00263,LOC0027,Bhopal Site 2,Bhopal,Madhya Pradesh,India,23.143328,77.387026
INC00264,LOC0080,Chennai Site 6,Chennai,Tamil Nadu,India,13.042756,80.175904
INC00265,LOC0080,Chennai Site 6,Chennai,Tamil Nadu,India,13.042756,80.175904
INC00266,LOC0032,Mumbai Site 3,Mumbai,Maharashtra,India,19.08902,72.924598
INC00267,LOC0020,Chennai Site 2,Chennai,Tamil Nadu,India,13.016742,80.322747
INC00268,LOC0030,Chandigarh Site 2,Chandigarh,Chandigarh,India,30.664034,76.856862
INC00269,LOC0025,Lucknow Site 2,Lucknow,Uttar Pradesh,India,26.901013,80.951606
INC00270,LOC0075,Chandigarh Site 5,Chandigarh,Chandigarh,India,30.818578,76.791964
INC00271,LOC0085,Lucknow Site 6,Lucknow,Uttar Pradesh,India,26.834169,80.942939
INC00272,LOC0005,Chennai Site 1,Chennai,Tamil Nadu,India,13.081356,80.202456
INC00273,LOC0075,Chandigarh Site 5,Chandigarh,Chandigarh,India,30.818578,76.791964
INC00274,LOC0076,Delhi Site 6,Delhi,Delhi,India,28.601209,77.126148
INC00275,LOC0062,Mumbai Site 5,Mumbai,Maharashtra,India,19.0936,72.986435
INC00276,LOC0088,Kochi Site 6,Kochi,Kerala,India,9.828965,76.281107
INC00277,LOC0004,Kolkata Site 1,Kolkata,West Bengal,India,22.582827,88.338601
INC00278,LOC0070,Lucknow Site 5,Lucknow,Uttar Pradesh,India,27.006438,81.179309
INC00279,LOC0013,Kochi Site 1,Kochi,Kerala,India,9.896934,76.239129
INC00280,LOC0090,Chandigarh Site 6,Chandigarh,Chandigarh,India,30.723809,76.802266
INC00281,LOC0050,Chennai Site 4,Chennai,Tamil Nadu,India,13.114682,80.198262
INC00282,LOC0010,Lucknow Site 1,Lucknow,Uttar Pradesh,India,26.916976,80.942206
INC00283,LOC0075,Chandigarh Site 5,Chandigarh,Chandigarh,India,30.818578,76.791964
INC00284,LOC0075,Chandigarh Site 5,Chandigarh,Chandigarh,India,30.818578,76.791964
INC00285,LOC0047,Mumbai Site 4,Mumbai,Maharashtra,India,19.042136,72.871323
INC00286,LOC0032,Mumbai Site 3,Mumbai,Maharashtra,India,19.08902,72.924598
INC00287,LOC0002,Mumbai Site 1,Mumbai,Maharashtra,India,19.136036,72.952945
INC00288,LOC0091,Delhi Site 7,Delhi,Delhi,India,28.71838,77.226551
INC00289,LOC0019,Kolkata Site 2,Kolkata,West Bengal,India,22.563484,88.296687
INC00290,LOC0085,Lucknow Site 6,Lucknow,Uttar Pradesh,India,26.834169,80.942939
INC00291,LOC0059,Bhubaneswar Site 4,Bhubaneswar,Odisha,India,20.314714,85.826248
INC00292,LOC0069,Jaipur Site 5,Jaipur,Rajasthan,India,26.937481,75.85435
INC00293,LOC0070,Lucknow Site 5,Lucknow,Uttar Pradesh,India,27.006438,81.179309
INC00294,LOC0086,Patna Site 6,Patna,Bihar,India,25.541717,85.173286
INC00295,LOC0004,Kolkata Site 1,Kolkata,West Bengal,India,22.582827,88.338601
INC00296,LOC0100,Lucknow Site 7,Lucknow,Uttar Pradesh,India,26.84629,80.933125
INC00297,LOC0005,Chennai Site 1,Chennai,Tamil Nadu,India,13.081356,80.202456
INC00298,LOC0100,Lucknow Site 7,Lucknow,Uttar Pradesh,India,26.84629,80.933125
INC00299,LOC0027,Bhopal Site 2,Bhopal,Madhya Pradesh,India,23.143328,77.387026
INC00300,LOC0085,Lucknow Site 6,Lucknow,Uttar Pradesh,India,26.834169,80.942939
INC00301,LOC0009,Jaipur Site 1,Jaipur,Rajasthan,India,26.9419,75.710589
INC00302,LOC0047,Mumbai Site 4,Mumbai,Maharashtra,India,19.042136,72.871323
INC00303,LOC0055,Lucknow Site 4,Lucknow,Uttar Pradesh,India,26.913925,80.808014
